Unique Method Stereotype,Method Count
get property set factory collaborator,2
get property factory collaborator,2
get property,1
collaborator,7
predicate collaborator,10
factory wrapper,1
factory collaborator incidental,5
get property non-void-command factory collaborator,20
predicate set collaborator,3
get non-void-command factory collaborator,7
predicate set,10
get property non-void-command,16
collaborator incidental,272
get property non-void-command collaborator,31
get,589
get command collaborator,8
property set collaborator,25
predicate,52
property factory collaborator,165
void-accessor command collaborator,4
factory wrapper stateless,85
property wrapper,502
get non-void-command collaborator,75
factory,4
property factory,32
predicate non-void-command,212
copy-constructor,39
factory collaborator,2
controller,800
incidental,358
property non-void-command,573
property non-void-command factory collaborator,432
stateless,38
property collaborator,18
constructor,2606
empty,322
get property controller,3
factory controller,28
property factory wrapper,64
command,3489
predicate non-void-command collaborator,301
wrapper,492
get factory collaborator,1
non-void-command factory,5
get set,19
property controller,273
property non-void-command collaborator,2635
set collaborator,192
get controller,1
get collaborator,819
wrapper stateless,2151
get command,10
command collaborator,7160
property,96
controller stateless,2849
non-void-command factory collaborator,162
get predicate controller,2
predicate wrapper,70
set,397
predicate controller,66
get property non-void-command factory,4
get set collaborator,87
void-accessor command,1
factory controller stateless,159
get property factory wrapper,2
get property factory controller,1
property set,10
collaborator stateless,186
property non-void-command factory,8
factory collaborator stateless,194
get property wrapper,7
non-void-command collaborator,5
get non-void-command,30
property factory controller,83
get set factory collaborator,20
unclassified,24
property set factory collaborator,5
get wrapper,7
get predicate collaborator,3
Total,29449
