Unique Method Stereotype,Method Count
factory wrapper,1
get property non-void-command collaborator,2
predicate collaborator,6
factory wrapper stateless,4
property set collaborator,4
controller,30
incidental,275
wrapper stateless,213
property controller,65
property non-void-command collaborator,371
set collaborator,128
property non-void-command,183
stateless,12
property collaborator,49
property non-void-command factory collaborator,40
collaborator incidental,246
get,243
set,97
constructor,761
collaborator,3
get non-void-command,2
non-void-command collaborator,17
predicate wrapper,6
command collaborator,324
property,111
collaborator stateless,22
property factory controller,12
unclassified,12
empty,193
get property controller,3
factory controller,8
property wrapper,70
get non-void-command collaborator,57
predicate non-void-command collaborator,207
wrapper,9
get set collaborator,97
void-accessor wrapper,5
predicate non-void-command,50
factory collaborator stateless,19
predicate controller,22
controller stateless,230
non-void-command factory collaborator,26
predicate,11
get predicate collaborator,1
get collaborator,203
get controller,2
factory controller stateless,21
command,124
property factory wrapper,8
get property set,4
copy-constructor,21
void-accessor collaborator,18
void-accessor command collaborator,5
property factory collaborator,13
factory collaborator incidental,3
get non-void-command factory collaborator,1
get property collaborator,1
void-accessor set collaborator,1
get property non-void-command,6
predicate set collaborator,1
get set,12
get factory collaborator,2
get property set collaborator,5
Total,4698
