Unique Class Stereotype,Class Count
minimal-entity boundary,1
controller degenerate,1
commander boundary degenerate,2
entity factory controller small-class,1
commander small-class,4
boundary degenerate,2
commander boundary,11
boundary small-class,2
data-provider boundary data-class small-class,1
commander boundary small-class,16
small-class,5
entity boundary small-class,15
controller small-class,1
unclassified,6
pure-controller degenerate small-class,22
entity commander boundary,4
boundary degenerate small-class,13
pure-controller degenerate,6
factory degenerate small-class,1
factory controller small-class,1
data-class small-class,2
entity boundary,21
data-provider boundary small-class,4
boundary lazy-class,1
degenerate small-class,9
entity data-provider boundary,1
entity,2
empty,135
commander,4
entity small-class,1
data-provider data-class small-class,2
boundary,5
degenerate,4
pure-controller small-class,1
Total,307
