Unique Class Stereotype,Class Count
pure-controller small-class,1
entity data-provider boundary,1
entity minimal-entity boundary,1
data-provider,2
entity boundary,4
commander boundary data-class small-class,1
boundary lazy-class,1
boundary small-class,1
degenerate,1
commander boundary small-class,4
data-provider boundary small-class,3
commander,5
commander small-class,2
boundary,3
lazy-class,1
pure-controller degenerate small-class,4
empty,33
unclassified,8
small-class,3
entity boundary small-class,1
data-provider small-class,2
commander boundary degenerate,1
commander boundary,1
boundary degenerate,1
Total,85
