Unique Method Stereotype,Method Count
get predicate non-void-command,2
wrapper,1
predicate wrapper,1
predicate collaborator,2
unclassified,1
property set collaborator,1
void-accessor controller,5
command collaborator,19
predicate non-void-command,6
controller stateless,24
set collaborator,10
property non-void-command collaborator,24
property controller,2
get non-void-command,3
void-accessor set collaborator,9
predicate,17
wrapper stateless,12
set,6
constructor,46
void-accessor set,3
destructor,11
collaborator,1
command,28
empty,2
get non-void-command collaborator,2
property wrapper,3
void-accessor command,16
property collaborator,9
property non-void-command,3
property,6
predicate non-void-command collaborator,9
controller,7
copy-constructor,6
incidental,2
get collaborator,18
get property non-void-command collaborator,2
get,4
collaborator incidental,7
void-accessor command collaborator,19
void-accessor collaborator,6
Total,355
