Class Name,Class Stereotype,Method Name,Method Stereotype
"ExamplesWindowContents","commander boundary","ExamplesWindowContents","constructor"
"ExamplesWindowContents","commander boundary","SetStatus","command"
"ExamplesWindowContents","commander boundary","TabSelectedAt","command"
"ExamplesWindowContents","commander boundary","GetWindowTitle","collaborator incidental"
"ExamplesWindowContents","commander boundary","WindowClosing","set"
"ExamplesWindowContents","commander boundary","CalculatePreferredSize","property collaborator"
"ExamplesWindowContents","commander boundary","GetMinimumSize","wrapper stateless"
"ExamplesWindowContents","commander boundary","CreateSidePanel","set collaborator"
"DnsTransactionFactoryImpl","entity boundary","DnsTransactionFactoryImpl","constructor"
"DnsTransactionFactoryImpl","entity boundary","CreateTransaction","property non-void-command collaborator"
"DnsTransactionFactoryImpl","entity boundary","CreateDohProbeRunner","property non-void-command collaborator"
"DnsTransactionFactoryImpl","entity boundary","AddEDNSOption","set collaborator"
"DnsTransactionFactoryImpl","entity boundary","GetSecureDnsModeForTest","property non-void-command collaborator"
"DnsTransactionImpl","boundary","DnsTransactionImpl","constructor"
"DnsTransactionImpl","boundary","~DnsTransactionImpl","destructor"
"DnsTransactionImpl","boundary","GetHostname","get wrapper"
"DnsTransactionImpl","boundary","GetType","get wrapper"
"DnsTransactionImpl","boundary","Start","command collaborator"
"DnsTransactionImpl","boundary","SetRequestPriority","set collaborator"
"DnsTransactionImpl","boundary","PrepareSearch","property non-void-command"
"DnsTransactionImpl","boundary","DoCallback","command collaborator"
"DnsTransactionImpl","boundary","RecordAttemptUma","wrapper stateless"
"DnsTransactionImpl","boundary","MakeAttempt","property non-void-command collaborator"
"DnsTransactionImpl","boundary","MakeClassicDnsAttempt","property non-void-command collaborator"
"DnsTransactionImpl","boundary","MakeUdpAttempt","property non-void-command collaborator"
"DnsTransactionImpl","boundary","MakeHTTPAttempt","property non-void-command collaborator"
"DnsTransactionImpl","boundary","RetryUdpAttemptAsTcp","property non-void-command collaborator"
"DnsTransactionImpl","boundary","MakeTcpAttempt","property non-void-command collaborator"
"DnsTransactionImpl","boundary","StartQuery","property non-void-command collaborator"
"DnsTransactionImpl","boundary","OnAttemptComplete","command collaborator"
"DnsTransactionImpl","boundary","LogResponse","command collaborator"
"DnsTransactionImpl","boundary","MoreAttemptsAllowed","predicate"
"DnsTransactionImpl","boundary","ProcessAttemptResult","property non-void-command collaborator"
"DnsTransactionImpl","boundary","ClearAttempts","command collaborator"
"DnsTransactionImpl","boundary","AnyAttemptPending","predicate controller"
"DnsTransactionImpl","boundary","OnFallbackPeriodExpired","command collaborator"
"DnsTransactionImpl","boundary","StartTimeoutTimer","command collaborator"
"DnsTransactionImpl","boundary","OnTimeout","command"
"DnsOverHttpsProbeRunner","entity boundary","DnsOverHttpsProbeRunner","constructor"
"DnsOverHttpsProbeRunner","entity boundary","Start","command"
"DnsOverHttpsProbeRunner","entity boundary","GetDelayUntilNextProbeForTest","get property collaborator"
"DnsOverHttpsProbeRunner","entity boundary","ContinueProbe","command collaborator"
"DnsOverHttpsProbeRunner","entity boundary","ProbeComplete","command collaborator"
"DnsTCPAttempt","unclassified","DnsTCPAttempt","constructor"
"DnsTCPAttempt","unclassified","Start","property non-void-command collaborator"
"DnsTCPAttempt","unclassified","GetQuery","property collaborator"
"DnsTCPAttempt","unclassified","GetResponse","property collaborator"
"DnsTCPAttempt","unclassified","GetRawResponseBufferForLog","property collaborator"
"DnsTCPAttempt","unclassified","GetSocketNetLog","property collaborator"
"DnsTCPAttempt","unclassified","IsPending","predicate"
"DnsTCPAttempt","unclassified","DoLoop","property non-void-command collaborator"
"DnsTCPAttempt","unclassified","DoConnectComplete","property non-void-command"
"DnsTCPAttempt","unclassified","DoSendLength","property non-void-command"
"DnsTCPAttempt","unclassified","DoSendQuery","property non-void-command"
"DnsTCPAttempt","unclassified","DoReadLength","property set"
"DnsTCPAttempt","unclassified","DoReadLengthComplete","property non-void-command"
"DnsTCPAttempt","unclassified","DoReadResponse","property set"
"DnsTCPAttempt","unclassified","DoReadResponseComplete","property non-void-command"
"DnsTCPAttempt","unclassified","OnIOComplete","command"
"DnsTCPAttempt","unclassified","ReadIntoBuffer","property non-void-command"
"DnsHTTPAttempt","empty","DnsHTTPAttempt","constructor"
"OpaqueData","empty","OpaqueData","constructor"
"TabStyleViews","data-provider boundary lazy-class small-class","tab_style","get collaborator"
"TabStyleViews","data-provider boundary lazy-class small-class","TabStyleViews::TabStyleViews","constructor"
"TabStyleViews","data-provider boundary lazy-class small-class","TabStyleViews::CreateForTab","wrapper stateless"
"DnsUDPAttempt","boundary","DnsUDPAttempt","constructor"
"DnsUDPAttempt","boundary","Start","property non-void-command collaborator"
"DnsUDPAttempt","boundary","GetQuery","property collaborator"
"DnsUDPAttempt","boundary","GetResponse","property collaborator"
"DnsUDPAttempt","boundary","GetRawResponseBufferForLog","property collaborator"
"DnsUDPAttempt","boundary","GetSocketNetLog","property collaborator"
"DnsUDPAttempt","boundary","IsPending","predicate"
"DnsUDPAttempt","boundary","DoLoop","property non-void-command collaborator"
"DnsUDPAttempt","boundary","DoConnectComplete","property non-void-command collaborator"
"DnsUDPAttempt","boundary","DoSendQuery","property non-void-command"
"DnsUDPAttempt","boundary","DoSendQueryComplete","property set"
"DnsUDPAttempt","boundary","DoReadResponse","property non-void-command"
"DnsUDPAttempt","boundary","DoReadResponseComplete","property non-void-command"
"DnsUDPAttempt","boundary","OnIOComplete","command"
"ReloadButton","commander","visible_mode","get collaborator"
"ReloadButton","commander","ReloadButton::ReloadButton","constructor"
"ReloadButton","commander","ReloadButton::~ReloadButton","destructor"
"ReloadButton","commander","ReloadButton::ChangeMode","command"
"ReloadButton","commander","ReloadButton::SetVectorIconsForMode","command collaborator"
"ReloadButton","commander","ReloadButton::GetMenuEnabled","get"
"ReloadButton","commander","ReloadButton::SetMenuEnabled","set"
"ReloadButton","commander","ReloadButton::OnMouseExited","command collaborator"
"ReloadButton","commander","ReloadButton::GetTooltipText","property wrapper"
"ReloadButton","commander","ReloadButton::GetAccessibleNodeData","command collaborator"
"ReloadButton","commander","ReloadButton::ShouldShowMenu","predicate"
"ReloadButton","commander","ReloadButton::ShowDropDownMenu","command collaborator"
"ReloadButton","commander","ReloadButton::IsCommandIdChecked","incidental"
"ReloadButton","commander","ReloadButton::IsCommandIdEnabled","incidental"
"ReloadButton","commander","ReloadButton::IsCommandIdVisible","incidental"
"ReloadButton","commander","ReloadButton::GetAcceleratorForCommandId","wrapper stateless"
"ReloadButton","commander","ReloadButton::ExecuteCommand","command"
"ReloadButton","commander","ReloadButton::CreateMenuModel","property controller"
"ReloadButton","commander","ReloadButton::SetVisibleMode","set collaborator"
"ReloadButton","commander","ReloadButton::ButtonPressed","command collaborator"
"ReloadButton","commander","ReloadButton::ExecuteBrowserCommand","command"
"ReloadButton","commander","ReloadButton::OnDoubleClickTimer","command"
"ReloadButton","commander","ReloadButton::OnStopToReloadTimer","command"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::PepperFileIOHost","constructor"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::~PepperFileIOHost","destructor"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::OnResourceMessageReceived","collaborator incidental"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::OnHostMsgOpen","property non-void-command collaborator"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::GotUIThreadStuffForInternalFileSystems","command collaborator"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::DidOpenInternalFile","command collaborator"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::GotResolvedRenderProcessId","command collaborator"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::OnHostMsgTouch","property non-void-command collaborator"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::OnHostMsgSetLength","property non-void-command"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::OnHostMsgFlush","property non-void-command collaborator"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::OnHostMsgClose","property non-void-command collaborator"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::DidOpenQuotaFile","command"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::DidCloseFile","command"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::OnHostMsgRequestOSFileHandle","property non-void-command collaborator"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::GotPluginAllowedToCallRequestOSFileHandle","command"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::ExecutePlatformGeneralCallback","command collaborator"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::OnLocalFileOpened","command collaborator"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::SendFileOpenReply","command collaborator"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::SendOpenErrorReply","wrapper stateless"
"PepperFileIOHost","entity commander boundary","PepperFileIOHost::AddFileToReplyContext","predicate collaborator"
"GM2TabStyleViews","entity data-provider boundary","tab","get collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::GM2TabStyleViews","constructor"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::GetPath","property collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::GetContentsInsets","property collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::GetZValue","property"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::GetTargetActiveOpacity","property collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::GetCurrentActiveOpacity","property"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::GetApparentActiveState","property collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::CalculateTargetColors","property collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::GetFontList","get collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::PaintTab","collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::PaintTabBackgroundWithImages","collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::SetHoverLocation","command collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::ShowHover","command collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::HideHover","command collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::GetSeparatorBounds","property collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::GetSeparatorOpacities","property collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::GetSeparatorOpacity","property"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::GetHoverInterpolatedSeparatorOpacity","property collaborator"
"GM2TabStyleViews","entity data-provider boundary","GM2TabStyleViews::ShouldExtendHitTest","predicate collaborator"
