Unique Method Stereotype,Method Count
unclassified,1
void-accessor command,1
predicate non-void-command,2
predicate wrapper,3
predicate set collaborator,1
property set collaborator,1
predicate,37
command collaborator,88
get wrapper,2
destructor,14
predicate collaborator,14
get set,1
wrapper,8
property non-void-command factory collaborator,1
property non-void-command,12
property collaborator,52
void-accessor command collaborator,1
wrapper stateless,20
constructor,40
property set,3
command,62
empty,5
predicate controller,9
set,9
get property collaborator,1
get collaborator,16
collaborator incidental,3
get,10
property wrapper,3
controller,7
incidental,8
predicate non-void-command collaborator,20
property non-void-command collaborator,56
set collaborator,15
property controller,2
controller stateless,25
property,14
collaborator,12
Total,579
