Unique Method Stereotype,Method Count
void-accessor command collaborator,1
get wrapper,1
predicate,1
get set collaborator,10
property factory collaborator,8
collaborator stateless,10
command collaborator,10
get,2
collaborator incidental,23
get collaborator,5
predicate non-void-command,17
predicate wrapper,7
non-void-command collaborator,67
factory controller stateless,1
controller stateless,28
set collaborator,2
property non-void-command collaborator,288
property controller,5
predicate non-void-command collaborator,2
incidental,13
copy-constructor,97
controller,8
get set,3
wrapper,13
get non-void-command,5
factory wrapper stateless,2
predicate collaborator,1
property set collaborator,1
factory collaborator stateless,49
wrapper stateless,79
property factory wrapper,3
constructor,473
set,3
command,41
empty,1
get non-void-command collaborator,2
property wrapper,8
get non-void-command factory collaborator,7
property non-void-command,157
property non-void-command factory collaborator,46
predicate controller,1
Total,1501
