Unique Class Stereotype,Class Count
data-provider boundary lazy-class,1
data-provider small-class,1
boundary data-class small-class,1
entity data-provider boundary,1
data-provider boundary data-class small-class,1
data-class,1
factory controller small-class,5
small-class,4
data-provider boundary lazy-class degenerate,1
boundary lazy-class,1
degenerate small-class,6
data-provider boundary small-class,4
data-provider boundary data-class,1
minimal-entity commander boundary,1
entity factory controller small-class,7
lazy-class,1
commander degenerate,1
boundary lazy-class degenerate,1
controller degenerate,1
entity boundary small-class,14
commander boundary small-class,19
commander boundary lazy-class small-class,1
boundary degenerate,14
entity minimal-entity commander boundary,1
commander boundary,63
data-provider boundary,7
unclassified,28
controller small-class,3
boundary degenerate small-class,10
entity boundary degenerate,1
commander small-class,27
empty,124
commander,39
entity small-class,4
entity,2
entity boundary,27
lazy-class small-class,1
data-provider boundary degenerate,1
boundary small-class,6
commander data-class small-class,9
pure-controller small-class,2
boundary,19
degenerate,4
entity commander boundary,18
pure-controller degenerate small-class,5
data-provider,4
data-provider data-class small-class,2
controller,2
factory pure-controller degenerate small-class,1
factory small-class,2
Total,500
