Unique Method Stereotype,Method Count
get property non-void-command factory,1
property non-void-command factory,1
property factory controller,1
non-void-command factory collaborator,6
predicate controller,1
collaborator,2
unclassified,3
property factory wrapper,3
predicate,10
property set,1
factory collaborator incidental,5
wrapper,11
property factory collaborator,15
factory wrapper stateless,8
collaborator stateless,2
void-accessor collaborator,1
void-accessor command collaborator,1
controller stateless,305
factory controller stateless,14
command collaborator,496
get property controller,1
constructor,247
set,32
wrapper stateless,59
property wrapper,12
property,22
factory collaborator stateless,31
stateless,2
property set collaborator,2
command,203
empty,35
property controller,9
set collaborator,5
property non-void-command collaborator,199
property factory,5
predicate non-void-command,38
get collaborator,189
copy-constructor,10
predicate non-void-command collaborator,8
controller,54
incidental,22
property non-void-command,74
property collaborator,3
property non-void-command factory collaborator,47
get property non-void-command collaborator,2
get,64
collaborator incidental,25
Total,2287
