Unique Method Stereotype,Method Count
void-accessor,3
property command collaborator,1
get collaborator,1
get set collaborator,10
get property,3
void-accessor command,2
destructor,3
unclassified,4
get non-void-command,15
get property wrapper,5
predicate non-void-command,22
predicate wrapper,2
get wrapper,122
property set collaborator,5
get set,2
wrapper,113
set,11
constructor,54
property set,9
command,47
empty,15
command collaborator,16
get property set,1
get predicate wrapper,5
wrapper stateless,63
void-accessor wrapper,6
property non-void-command,97
get non-void-command collaborator,4
property wrapper,30
property,53
controller stateless,10
property non-void-command collaborator,43
set collaborator,2
property controller,9
copy-constructor,4
predicate non-void-command collaborator,5
incidental,29
collaborator incidental,10
get,15
void-accessor controller,1
predicate,1
predicate controller,1
Total,854
