Class Name,Class Stereotype,Method Name,Method Stereotype
"UILWidgetProvider","boundary degenerate small-class","onUpdate","wrapper stateless"
"ImagePagerFragment","pure-controller degenerate small-class","onCreateView","controller stateless"
"ImageListFragment","small-class","onCreateView","property non-void-command collaborator"
"ImageListFragment","small-class","onDestroy","command"
"ImageGalleryFragment","small-class","onCreateView","property non-void-command collaborator"
"ImageGalleryFragment","small-class","startImagePagerActivity","controller"
"BaseFragment","degenerate","onCreate","command collaborator"
"BaseFragment","degenerate","onCreateOptionsMenu","controller stateless"
"BaseFragment","degenerate","onOptionsItemSelected","controller stateless"
"AbsListViewBaseFragment","unclassified","onResume","command"
"AbsListViewBaseFragment","unclassified","onPrepareOptionsMenu","controller"
"AbsListViewBaseFragment","unclassified","onOptionsItemSelected","predicate non-void-command collaborator"
"AbsListViewBaseFragment","unclassified","startImagePagerActivity","controller stateless"
"AbsListViewBaseFragment","unclassified","applyScrollListener","command"
"OldRoundedBitmapDisplayer","pure-controller small-class","OldRoundedBitmapDisplayer","constructor"
"OldRoundedBitmapDisplayer","pure-controller small-class","display","controller"
"BrokenJpegImageDecoder","pure-controller degenerate small-class","BrokenJpegImageDecoder","constructor"
"BrokenJpegImageDecoder","pure-controller degenerate small-class","getImageStream","controller stateless"
"SimpleImageActivity","commander boundary small-class","onCreate","command collaborator"
"HomeActivity","unclassified","onCreate","command collaborator"
"HomeActivity","unclassified","onImageListClick","controller"
"HomeActivity","unclassified","onImageGridClick","controller"
"HomeActivity","unclassified","onImagePagerClick","controller"
"HomeActivity","unclassified","onImageGalleryClick","controller"
"HomeActivity","unclassified","onFragmentsClick","wrapper"
"HomeActivity","unclassified","onBackPressed","command"
"HomeActivity","unclassified","onCreateOptionsMenu","wrapper stateless"
"HomeActivity","unclassified","onOptionsItemSelected","controller stateless"
"HomeActivity","unclassified","copyTestImageToSdCard","controller"
"UILApplication","commander small-class","onCreate","command"
"BaseImageDownloaderTest","boundary degenerate","testSchemeHttp","wrapper stateless"
"BaseImageDownloaderTest","boundary degenerate","testSchemeHttps","wrapper stateless"
"BaseImageDownloaderTest","boundary degenerate","testSchemeContent","wrapper stateless"
"BaseImageDownloaderTest","boundary degenerate","testSchemeAssets","wrapper stateless"
"BaseImageDownloaderTest","boundary degenerate","testSchemeDrawables","wrapper stateless"
"BaseImageDownloaderTest","boundary degenerate","testSchemeFile","wrapper stateless"
"BaseImageDownloaderTest","boundary degenerate","testSchemeUnknown","wrapper stateless"
"StorageUtils","empty","StorageUtils","constructor"
"MemoryCacheUtils","empty","MemoryCacheUtils","constructor"
"L","empty","L","constructor"
"IoUtils","empty","IoUtils","constructor"
"DiskCacheUtils","empty","DiskCacheUtils","constructor"
"ImageSizeUtils","empty","ImageSizeUtils","constructor"
"SimpleImageLoadingListener","degenerate","onLoadingStarted","empty"
"SimpleImageLoadingListener","degenerate","onLoadingFailed","empty"
"SimpleImageLoadingListener","degenerate","onLoadingComplete","empty"
"SimpleImageLoadingListener","degenerate","onLoadingCancelled","empty"
"ImageLoaderEngine","commander boundary","ImageLoaderEngine","constructor"
"ImageLoaderEngine","commander boundary","submit","command collaborator"
"ImageLoaderEngine","commander boundary","submit","command collaborator"
"ImageLoaderEngine","commander boundary","isLocalUri","wrapper stateless"
"ImageLoaderEngine","commander boundary","initExecutorsIfNeed","command"
"ImageLoaderEngine","commander boundary","createTaskExecutor","property wrapper"
"ImageLoaderEngine","commander boundary","getLoadingUriForView","property non-void-command collaborator"
"ImageLoaderEngine","commander boundary","prepareDisplayTaskFor","command"
"ImageLoaderEngine","commander boundary","cancelDisplayTaskFor","command collaborator"
"ImageLoaderEngine","commander boundary","denyNetworkDownloads","command"
"ImageLoaderEngine","commander boundary","handleSlowNetwork","command"
"ImageLoaderEngine","commander boundary","pause","command"
"ImageLoaderEngine","commander boundary","resume","command"
"ImageLoaderEngine","commander boundary","stop","command"
"ImageLoaderEngine","commander boundary","fireCallback","command collaborator"
"ImageLoaderEngine","commander boundary","getLockForUri","non-void-command factory collaborator"
"ImageLoaderEngine","commander boundary","getPause","get collaborator"
"ImageLoaderEngine","commander boundary","getPauseLock","get collaborator"
"ImageLoaderEngine","commander boundary","isNetworkDenied","predicate non-void-command"
"ImageLoaderEngine","commander boundary","isSlowNetwork","predicate non-void-command"
"DisplayImageOptions","data-provider","DisplayImageOptions","constructor"
"DisplayImageOptions","data-provider","shouldShowImageOnLoading","predicate"
"DisplayImageOptions","data-provider","shouldShowImageForEmptyUri","predicate"
"DisplayImageOptions","data-provider","shouldShowImageOnFail","predicate"
"DisplayImageOptions","data-provider","shouldPreProcess","predicate"
"DisplayImageOptions","data-provider","shouldPostProcess","predicate"
"DisplayImageOptions","data-provider","shouldDelayBeforeLoading","predicate"
"DisplayImageOptions","data-provider","getImageOnLoading","property controller"
"DisplayImageOptions","data-provider","getImageForEmptyUri","property controller"
"DisplayImageOptions","data-provider","getImageOnFail","property controller"
"DisplayImageOptions","data-provider","isResetViewBeforeLoading","get"
"DisplayImageOptions","data-provider","isCacheInMemory","get"
"DisplayImageOptions","data-provider","isCacheOnDisk","get"
"DisplayImageOptions","data-provider","getImageScaleType","get collaborator"
"DisplayImageOptions","data-provider","getDecodingOptions","get collaborator"
"DisplayImageOptions","data-provider","getDelayBeforeLoading","get"
"DisplayImageOptions","data-provider","isConsiderExifParams","get"
"DisplayImageOptions","data-provider","getExtraForDownloader","get collaborator"
"DisplayImageOptions","data-provider","getPreProcessor","get collaborator"
"DisplayImageOptions","data-provider","getPostProcessor","get collaborator"
"DisplayImageOptions","data-provider","getDisplayer","get collaborator"
"DisplayImageOptions","data-provider","getHandler","get collaborator"
"DisplayImageOptions","data-provider","isSyncLoading","get"
"WeakMemoryCache","factory degenerate small-class","createReference","factory collaborator stateless"
"LruMemoryCache","boundary","LruMemoryCache","constructor"
"LruMemoryCache","boundary","get","property non-void-command collaborator"
"LruMemoryCache","boundary","put","predicate non-void-command collaborator"
"LruMemoryCache","boundary","trimToSize","command collaborator"
"LruMemoryCache","boundary","remove","property non-void-command collaborator"
"LruMemoryCache","boundary","keys","property non-void-command factory collaborator"
"LruMemoryCache","boundary","clear","command"
"LruMemoryCache","boundary","sizeOf","controller stateless"
"LruMemoryCache","boundary","toString","property wrapper"
"BaseImageDecoder","controller","BaseImageDecoder","constructor"
"BaseImageDecoder","controller","decode","property non-void-command collaborator"
"BaseImageDecoder","controller","getImageStream","controller stateless"
"BaseImageDecoder","controller","defineImageSizeAndRotation","property non-void-command factory collaborator"
"BaseImageDecoder","controller","canDefineExifParams","wrapper stateless"
"BaseImageDecoder","controller","defineExifOrientation","factory controller stateless"
"BaseImageDecoder","controller","prepareDecodingOptions","property controller"
"BaseImageDecoder","controller","resetStream","property non-void-command collaborator"
"BaseImageDecoder","controller","considerExactScaleAndOrientatiton","property controller"
"FIFOLimitedMemoryCache","boundary","FIFOLimitedMemoryCache","constructor"
"FIFOLimitedMemoryCache","boundary","put","predicate non-void-command collaborator"
"FIFOLimitedMemoryCache","boundary","remove","property non-void-command collaborator"
"FIFOLimitedMemoryCache","boundary","clear","command"
"FIFOLimitedMemoryCache","boundary","getSize","controller stateless"
"FIFOLimitedMemoryCache","boundary","removeNext","property non-void-command collaborator"
"FIFOLimitedMemoryCache","boundary","createReference","factory collaborator stateless"
"FuzzyKeyMemoryCache","entity boundary","FuzzyKeyMemoryCache","constructor"
"FuzzyKeyMemoryCache","entity boundary","put","predicate non-void-command collaborator"
"FuzzyKeyMemoryCache","entity boundary","get","property non-void-command collaborator"
"FuzzyKeyMemoryCache","entity boundary","remove","property non-void-command collaborator"
"FuzzyKeyMemoryCache","entity boundary","clear","command"
"FuzzyKeyMemoryCache","entity boundary","keys","property non-void-command collaborator"
"ImageLoadingInfo","empty","ImageLoadingInfo","constructor"
"LargestLimitedMemoryCache","boundary","LargestLimitedMemoryCache","constructor"
"LargestLimitedMemoryCache","boundary","put","predicate non-void-command collaborator"
"LargestLimitedMemoryCache","boundary","remove","property non-void-command collaborator"
"LargestLimitedMemoryCache","boundary","clear","command"
"LargestLimitedMemoryCache","boundary","getSize","controller stateless"
"LargestLimitedMemoryCache","boundary","removeNext","property non-void-command collaborator"
"LargestLimitedMemoryCache","boundary","createReference","factory collaborator stateless"
"FadeInBitmapDisplayer","pure-controller small-class","FadeInBitmapDisplayer","constructor"
"FadeInBitmapDisplayer","pure-controller small-class","FadeInBitmapDisplayer","constructor"
"FadeInBitmapDisplayer","pure-controller small-class","display","controller"
"HashCodeFileNameGenerator","pure-controller degenerate small-class","generate","controller stateless"
"UnlimitedDiskCache","empty","UnlimitedDiskCache","constructor"
"UnlimitedDiskCache","empty","UnlimitedDiskCache","constructor"
"UnlimitedDiskCache","empty","UnlimitedDiskCache","constructor"
"BaseDiskCache","boundary","BaseDiskCache","constructor"
"BaseDiskCache","boundary","BaseDiskCache","constructor"
"BaseDiskCache","boundary","BaseDiskCache","constructor"
"BaseDiskCache","boundary","getDirectory","get collaborator"
"BaseDiskCache","boundary","get","property non-void-command collaborator"
"BaseDiskCache","boundary","save","predicate non-void-command collaborator"
"BaseDiskCache","boundary","save","predicate non-void-command collaborator"
"BaseDiskCache","boundary","remove","predicate non-void-command"
"BaseDiskCache","boundary","close","empty"
"BaseDiskCache","boundary","clear","command collaborator"
"BaseDiskCache","boundary","getFile","property non-void-command factory collaborator"
"BaseDiskCache","boundary","setBufferSize","set"
"BaseDiskCache","boundary","setCompressFormat","set collaborator"
"BaseDiskCache","boundary","setCompressQuality","set"
"ComplexImageActivity","commander boundary small-class","onCreate","command collaborator"
"ComplexImageActivity","commander boundary small-class","onSaveInstanceState","command collaborator"
"ImageLoader","entity commander boundary","ImageLoader","constructor"
"ImageLoader","entity commander boundary","init","command collaborator"
"ImageLoader","entity commander boundary","isInited","predicate"
"ImageLoader","entity commander boundary","displayImage","command collaborator"
"ImageLoader","entity commander boundary","displayImage","command collaborator"
"ImageLoader","entity commander boundary","displayImage","command collaborator"
"ImageLoader","entity commander boundary","displayImage","command collaborator"
"ImageLoader","entity commander boundary","displayImage","command collaborator"
"ImageLoader","entity commander boundary","displayImage","command collaborator"
"ImageLoader","entity commander boundary","displayImage","command collaborator"
"ImageLoader","entity commander boundary","displayImage","command collaborator"
"ImageLoader","entity commander boundary","displayImage","command collaborator"
"ImageLoader","entity commander boundary","displayImage","command collaborator"
"ImageLoader","entity commander boundary","displayImage","command collaborator"
"ImageLoader","entity commander boundary","displayImage","command collaborator"
"ImageLoader","entity commander boundary","loadImage","command collaborator"
"ImageLoader","entity commander boundary","loadImage","command collaborator"
"ImageLoader","entity commander boundary","loadImage","command collaborator"
"ImageLoader","entity commander boundary","loadImage","command collaborator"
"ImageLoader","entity commander boundary","loadImage","command collaborator"
"ImageLoader","entity commander boundary","loadImageSync","property non-void-command collaborator"
"ImageLoader","entity commander boundary","loadImageSync","property non-void-command collaborator"
"ImageLoader","entity commander boundary","loadImageSync","property non-void-command collaborator"
"ImageLoader","entity commander boundary","loadImageSync","property non-void-command collaborator"
"ImageLoader","entity commander boundary","checkConfiguration","unclassified"
"ImageLoader","entity commander boundary","setDefaultLoadingListener","set collaborator"
"ImageLoader","entity commander boundary","getMemoryCache","property non-void-command collaborator"
"ImageLoader","entity commander boundary","clearMemoryCache","command"
"ImageLoader","entity commander boundary","getDiscCache","property non-void-command collaborator"
"ImageLoader","entity commander boundary","getDiskCache","property non-void-command collaborator"
"ImageLoader","entity commander boundary","clearDiscCache","command"
"ImageLoader","entity commander boundary","clearDiskCache","command"
"ImageLoader","entity commander boundary","getLoadingUriForView","property non-void-command collaborator"
"ImageLoader","entity commander boundary","getLoadingUriForView","property non-void-command collaborator"
"ImageLoader","entity commander boundary","cancelDisplayTask","command collaborator"
"ImageLoader","entity commander boundary","cancelDisplayTask","command collaborator"
"ImageLoader","entity commander boundary","denyNetworkDownloads","command"
"ImageLoader","entity commander boundary","handleSlowNetwork","command"
"ImageLoader","entity commander boundary","pause","command"
"ImageLoader","entity commander boundary","resume","command"
"ImageLoader","entity commander boundary","stop","command"
"ImageLoader","entity commander boundary","destroy","command"
"DiskLruCache","unclassified","DiskLruCache","constructor"
"DiskLruCache","unclassified","readJournal","command"
"DiskLruCache","unclassified","readJournalLine","command"
"DiskLruCache","unclassified","processJournal","command"
"DiskLruCache","unclassified","rebuildJournal","command collaborator"
"DiskLruCache","unclassified","get","property non-void-command factory collaborator"
"DiskLruCache","unclassified","edit","property non-void-command collaborator"
"DiskLruCache","unclassified","edit","property non-void-command factory collaborator"
"DiskLruCache","unclassified","getDirectory","get collaborator"
"DiskLruCache","unclassified","getMaxSize","get"
"DiskLruCache","unclassified","getMaxFileCount","get"
"DiskLruCache","unclassified","setMaxSize","set"
"DiskLruCache","unclassified","size","get"
"DiskLruCache","unclassified","fileCount","get"
"DiskLruCache","unclassified","completeEdit","command"
