Unique Method Stereotype,Method Count
predicate collaborator,1
get set factory,2
get property non-void-command collaborator,1
get,7
void-accessor collaborator,1
void-accessor command collaborator,12
controller stateless,19
wrapper,7
destructor,28
property set collaborator,12
command collaborator,70
empty,5
command,41
unclassified,2
controller,15
predicate non-void-command collaborator,15
property wrapper,15
property collaborator,5
predicate set,1
constructor,36
set,6
predicate non-void-command,2
predicate controller,1
predicate,4
get collaborator,6
property controller,1
property non-void-command collaborator,29
set collaborator,11
property,1
predicate set collaborator,1
wrapper stateless,6
predicate wrapper,1
non-void-command collaborator,11
Total,375
