Unique Method Stereotype,Method Count
get command collaborator,1
predicate set collaborator,2
get predicate,1
factory wrapper stateless,1
property set factory collaborator,1
get,179
collaborator incidental,128
get property non-void-command collaborator,8
predicate,61
set collaborator,247
property non-void-command collaborator,224
property controller,23
get property controller,1
factory controller,6
empty,87
collaborator,13
get property wrapper,2
non-void-command collaborator,1
get non-void-command,10
factory collaborator,1
controller,83
incidental,96
wrapper stateless,313
predicate non-void-command,48
void-accessor wrapper,4
command,1096
set,331
constructor,667
void-accessor command collaborator,46
copy-constructor,36
void-accessor collaborator,8
property collaborator,277
property non-void-command,81
property non-void-command factory collaborator,10
predicate set,4
get non-void-command collaborator,21
property wrapper,68
property,104
command collaborator,1151
get collaborator,426
destructor,198
predicate non-void-command collaborator,113
wrapper,91
property factory collaborator,42
get wrapper,8
predicate wrapper,10
void-accessor set,4
property set,10
property non-void-command factory,1
void-accessor set collaborator,2
get property collaborator,8
get property non-void-command,4
controller stateless,251
non-void-command factory collaborator,19
predicate controller,7
get set collaborator,8
void-accessor command,8
factory controller stateless,13
property command collaborator,4
get property set collaborator,2
predicate collaborator,15
unclassified,10
get predicate non-void-command,1
get set,4
non-void-command factory,1
property set collaborator,12
void-accessor controller,5
get set factory collaborator,3
get property,5
Total,6726
