Unique Class Stereotype,Class Count
data-provider boundary,4
data-provider,1
data-provider boundary data-class,1
commander boundary data-class,1
controller degenerate,1
entity factory controller,1
entity data-provider boundary,1
boundary data-class,2
entity minimal-entity boundary lazy-class,1
data-provider small-class,3
entity boundary small-class,18
small-class,66
degenerate small-class,50
pure-controller,3
boundary degenerate,10
commander boundary,7
commander boundary small-class,31
entity commander boundary,1
pure-controller degenerate small-class,83
boundary degenerate small-class,24
commander lazy-class degenerate,1
entity small-class,2
empty,2495
factory controller,1
pure-controller degenerate,242
unclassified,394
controller small-class,7
pure-controller small-class,18
boundary,801
degenerate,69
boundary small-class,16
commander data-class small-class,3
data-provider boundary small-class,34
commander boundary degenerate,1
data-class small-class,2
entity boundary,120
controller,1
factory pure-controller degenerate small-class,3
boundary data-class small-class,2
entity boundary degenerate,1
commander small-class,3
commander boundary data-class small-class,3
factory degenerate small-class,4
Total,4532
