Unique Method Stereotype,Method Count
factory wrapper,1
get property factory collaborator,1
predicate set collaborator,2
get property set factory collaborator,2
get property,1
get property factory,1
get non-void-command factory collaborator,4
get property set collaborator,2
get property non-void-command factory collaborator,31
get property factory wrapper,2
get property factory controller,2
void-accessor command collaborator,3
get property wrapper,10
predicate set,9
property factory,26
get predicate non-void-command collaborator,3
unclassified,6
set factory collaborator,3
collaborator incidental,659
get,3707
get property non-void-command collaborator,72
predicate,148
property wrapper,1274
get non-void-command collaborator,332
property non-void-command,2451
property non-void-command factory collaborator,1374
copy-constructor,200
controller,743
incidental,855
get set collaborator,335
empty,558
get property controller,6
factory controller,40
set,539
constructor,5916
command,6612
property factory wrapper,138
property controller,696
property non-void-command collaborator,5267
non-void-command factory collaborator,137
controller stateless,2570
wrapper stateless,3812
predicate non-void-command,648
factory collaborator stateless,240
predicate non-void-command collaborator,387
wrapper,706
get controller,16
get collaborator,4558
command collaborator,5606
property,210
factory wrapper stateless,120
property collaborator,21
stateless,330
property set collaborator,56
property factory collaborator,226
get wrapper,52
factory collaborator incidental,46
property set,10
get predicate controller,7
predicate wrapper,47
get predicate non-void-command,4
get set,955
get factory collaborator,4
collaborator stateless,734
property non-void-command factory,34
property set factory collaborator,15
non-void-command collaborator,10
get non-void-command,167
predicate controller,616
get property non-void-command factory,7
set collaborator,134
non-void-command,11
void-accessor set,5
get property non-void-command,24
factory controller stateless,349
void-accessor command,29
void-accessor controller,11
property factory controller,152
get set factory collaborator,2
predicate collaborator,21
void-accessor,7
Total,55127
