Unique Method Stereotype,Method Count
void-accessor command collaborator,2
property non-void-command factory collaborator,1
incidental,3
get collaborator,1
controller,7
predicate non-void-command collaborator,5
wrapper,5
property set collaborator,1
get,5
predicate wrapper,2
property non-void-command collaborator,2
predicate non-void-command,16
void-accessor set collaborator,1
set collaborator,18
property non-void-command,28
command collaborator,69
command,85
empty,13
void-accessor command,5
factory controller stateless,1
wrapper stateless,7
constructor,20
set,9
controller stateless,12
property controller,3
property factory collaborator,1
Total,322
