Method Stereotype,Stereotype Count
get,94
predicate,114
property,276
void-accessor,7
set,150
command,487
non-void-command,147
collaborator,905
controller,140
wrapper,147
constructor,160
copy-constructor,7
destructor,24
factory,33
incidental,165
stateless,244
empty,2
unclassified,1
Total,3103
