Unique Method Stereotype,Method Count
get non-void-command factory collaborator,2
empty,2
predicate wrapper,1
non-void-command collaborator,3
get set factory collaborator,1
factory controller stateless,4
void-accessor command,4
predicate set collaborator,6
get non-void-command,2
property factory collaborator,3
property set collaborator,3
factory wrapper,1
factory collaborator stateless,21
void-accessor command collaborator,1
get set collaborator,3
get property collaborator,5
set,36
constructor,160
wrapper stateless,133
controller stateless,85
collaborator stateless,1
property collaborator,156
property non-void-command,5
get collaborator,46
destructor,24
predicate collaborator,12
wrapper,3
get set,3
predicate,23
void-accessor controller,2
command collaborator,299
command,183
get property non-void-command factory collaborator,1
unclassified,1
controller,27
copy-constructor,7
incidental,51
predicate non-void-command collaborator,48
get non-void-command collaborator,8
property wrapper,9
get property non-void-command collaborator,2
collaborator incidental,114
get,21
property controller,15
set collaborator,98
property non-void-command collaborator,59
predicate non-void-command,17
predicate controller,7
property,18
collaborator,13
Total,1749
