Unique Class Stereotype,Class Count
entity data-provider boundary,1
lazy-class,1
pure-controller degenerate,26
controller degenerate,1
factory controller small-class,2
degenerate small-class,8
small-class,7
entity boundary small-class,29
entity boundary,14
data-class small-class,3
entity commander boundary,2
pure-controller degenerate small-class,46
boundary degenerate,32
commander boundary,1
boundary degenerate small-class,60
data-provider boundary small-class,38
entity minimal-entity boundary,1
empty,90
entity small-class,1
unclassified,14
controller small-class,3
data-provider boundary,1
data-provider boundary data-class small-class,1
boundary,4
degenerate,53
pure-controller small-class,3
commander boundary small-class,3
boundary small-class,2
factory degenerate,2
commander boundary degenerate,2
controller data-class small-class,1
boundary data-class small-class,1
Total,453
