Unique Class Stereotype,Class Count
data-provider boundary data-class,1
lazy-class,1
boundary degenerate small-class,3
data-provider boundary data-class small-class,1
entity minimal-entity data-provider boundary,1
boundary small-class,2
commander data-class small-class,1
data-provider data-class small-class,1
pure-controller,2
data-class,4
commander boundary small-class,14
data-provider lazy-class degenerate,3
commander boundary,13
factory pure-controller degenerate small-class,2
controller,5
degenerate small-class,2
factory pure-controller small-class,1
pure-controller degenerate small-class,37
entity commander boundary,3
commander lazy-class degenerate,1
pure-controller degenerate,4
pure-controller small-class,4
degenerate,11
boundary,22
controller lazy-class degenerate,8
empty,81
commander,14
data-provider,5
small-class,8
entity boundary small-class,6
lazy-class degenerate,1
entity minimal-entity boundary,6
controller degenerate,5
boundary lazy-class degenerate,1
unclassified,45
controller small-class,3
entity boundary,21
commander small-class,6
commander boundary data-class small-class,1
Total,350
