Method Stereotype,Stereotype Count
get,420
predicate,176
property,552
void-accessor,0
set,292
command,625
non-void-command,729
collaborator,1138
controller,307
wrapper,72
constructor,257
copy-constructor,2
destructor,0
factory,117
incidental,45
stateless,342
empty,84
unclassified,12
Total,5170
