Unique Method Stereotype,Method Count
property set,1
get property,1
get non-void-command,17
collaborator stateless,19
set factory collaborator,2
wrapper,2
get set,44
predicate collaborator,1
get set collaborator,24
get non-void-command factory collaborator,2
get set factory collaborator,5
property factory controller,3
constructor,257
set,153
command,250
get property non-void-command factory collaborator,4
unclassified,12
predicate controller,2
non-void-command factory collaborator,34
predicate non-void-command,55
property controller,21
property non-void-command collaborator,317
set collaborator,59
factory collaborator stateless,6
stateless,7
property set collaborator,3
command collaborator,374
property wrapper,12
get non-void-command collaborator,14
empty,84
factory controller,9
factory controller stateless,19
controller stateless,239
wrapper stateless,55
predicate wrapper,2
non-void-command collaborator,1
get property set collaborator,1
get property non-void-command collaborator,4
get command collaborator,1
collaborator incidental,12
get,192
property,10
get collaborator,111
property factory collaborator,5
copy-constructor,2
controller,18
incidental,34
predicate non-void-command collaborator,111
property non-void-command,142
property non-void-command factory collaborator,28
predicate,5
Total,2786
