Unique Class Stereotype,Class Count
minimal-entity boundary,1
lazy-class degenerate,1
commander degenerate,1
data-provider degenerate,1
pure-controller degenerate,1
factory controller small-class,5
controller degenerate,1
boundary lazy-class degenerate,2
data-provider lazy-class,2
minimal-entity commander boundary,2
data-provider boundary data-class,2
entity data-provider boundary,8
boundary small-class,1
data-provider data-class,9
data-provider,58
data-provider small-class,14
data-provider lazy-class degenerate,1
boundary data-class small-class,3
commander small-class,61
entity boundary degenerate,6
commander boundary data-class small-class,1
boundary degenerate,13
controller,7
commander boundary,23
factory degenerate small-class,9
boundary degenerate small-class,21
factory controller,1
commander,15
empty,516
minimal-entity data-provider,1
small-class,38
entity boundary lazy-class degenerate,1
entity boundary small-class,10
data-provider boundary,16
unclassified,83
controller small-class,15
data-provider boundary data-class small-class,7
commander boundary small-class,22
entity data-provider boundary data-class,1
entity boundary,25
factory controller data-class small-class,1
data-provider boundary small-class,22
entity,2
data-provider lazy-class small-class,1
entity commander boundary,14
pure-controller degenerate small-class,10
data-class,2
commander lazy-class,1
data-provider data-class small-class,17
boundary,20
degenerate,14
pure-controller small-class,8
degenerate small-class,16
Total,1133
