Unique Method Stereotype,Method Count
get property wrapper,1
unclassified,1
property set factory collaborator,1
predicate collaborator,5
get property non-void-command,11
get predicate non-void-command collaborator,1
property set collaborator,4
collaborator incidental,101
get,458
get property non-void-command collaborator,3
incidental,125
controller,53
copy-constructor,14
wrapper stateless,90
property non-void-command,181
stateless,32
property collaborator,2
predicate set,3
property non-void-command factory collaborator,23
factory controller stateless,3
void-accessor command,10
predicate wrapper,25
void-accessor wrapper,3
predicate non-void-command,75
predicate controller,11
property non-void-command collaborator,181
property controller,35
property wrapper,169
get non-void-command collaborator,36
void-accessor command collaborator,30
collaborator stateless,73
constructor,685
set,58
predicate non-void-command collaborator,70
wrapper,219
get set,90
factory collaborator stateless,18
non-void-command factory collaborator,15
controller stateless,60
get controller,1
get collaborator,199
empty,149
get property controller,6
factory controller,7
get set collaborator,22
get non-void-command,29
predicate,31
command collaborator,343
property,33
factory wrapper stateless,8
get wrapper,4
get predicate collaborator,4
set collaborator,27
non-void-command,1
property factory controller,25
get set factory collaborator,4
void-accessor controller,4
property factory collaborator,10
property set,4
command,393
property factory wrapper,6
get property factory collaborator,1
get non-void-command factory collaborator,2
get property set collaborator,2
factory wrapper,1
Total,4291
