Unique Class Stereotype,Class Count
commander degenerate,1
commander boundary degenerate,1
boundary data-class small-class,1
data-provider small-class,2
data-class,1
data-provider boundary,1
entity minimal-entity boundary,1
pure-controller,1
data-provider boundary data-class,2
entity factory controller small-class,1
entity boundary,20
boundary degenerate,6
factory pure-controller degenerate small-class,3
controller,5
small-class,13
entity boundary small-class,12
commander boundary small-class,12
pure-controller degenerate,3
entity,1
boundary degenerate small-class,4
boundary,19
degenerate,7
pure-controller small-class,4
commander small-class,4
unclassified,36
commander,18
empty,77
controller degenerate,1
factory degenerate small-class,5
data-provider boundary lazy-class small-class,1
factory controller small-class,1
data-provider boundary data-class small-class,5
boundary small-class,1
entity data-provider boundary,2
entity commander boundary,11
pure-controller degenerate small-class,8
commander boundary,15
entity minimal-entity commander boundary,1
data-provider,9
data-provider data-class small-class,7
degenerate small-class,2
Total,325
