Unique Method Stereotype,Method Count
get wrapper,1
get set factory collaborator,2
get property non-void-command,1
predicate,5
get property set collaborator,1
void-accessor command collaborator,1
get property non-void-command factory collaborator,1
void-accessor set,1
predicate wrapper,2
collaborator stateless,4
factory wrapper stateless,1
get non-void-command factory collaborator,2
void-accessor controller,1
void-accessor command,6
property set collaborator,22
get set collaborator,8
wrapper,11
factory collaborator stateless,39
void-accessor set collaborator,1
get non-void-command,2
property set,1
factory collaborator incidental,1
set,36
constructor,227
property factory wrapper,2
controller stateless,106
get non-void-command collaborator,11
property wrapper,25
property factory,2
predicate non-void-command,35
command collaborator,258
command,172
factory controller,1
empty,41
property,14
copy-constructor,1
controller,67
predicate non-void-command collaborator,20
incidental,13
get collaborator,107
wrapper stateless,106
void-accessor wrapper,1
property collaborator,2
property non-void-command factory collaborator,16
property non-void-command,100
property factory collaborator,6
non-void-command factory collaborator,10
predicate controller,3
property controller,4
property non-void-command collaborator,192
set collaborator,23
get,159
collaborator incidental,14
factory controller stateless,7
Total,1895
