Unique Class Stereotype,Class Count
pure-controller degenerate small-class,3
commander boundary small-class,4
degenerate small-class,5
commander data-class small-class,1
entity boundary,12
boundary degenerate,1
commander boundary,1
controller,10
boundary degenerate small-class,3
controller lazy-class degenerate,1
pure-controller degenerate,5
boundary,12
entity boundary small-class,2
small-class,9
empty,179
unclassified,12
data-provider boundary data-class small-class,14
factory controller small-class,1
controller degenerate,3
degenerate,17
entity degenerate,15
Total,310
