Unique Class Stereotype,Class Count
data-provider boundary lazy-class degenerate,1
factory degenerate small-class,1
entity factory controller small-class,1
controller,1
factory pure-controller degenerate small-class,8
data-provider,1
data-provider data-class small-class,7
boundary data-class small-class,1
entity boundary degenerate,1
commander boundary data-class small-class,1
commander small-class,3
data-class,4
boundary degenerate small-class,6
pure-controller degenerate small-class,3
entity commander boundary,7
commander boundary small-class,12
pure-controller degenerate,2
small-class,11
entity boundary small-class,7
boundary,18
degenerate,4
boundary degenerate,3
entity minimal-entity commander boundary,1
commander boundary,5
factory controller,1
empty,503
commander,5
data-provider boundary small-class,1
data-class small-class,5
entity boundary,15
degenerate small-class,4
unclassified,56
controller small-class,1
controller degenerate,1
Total,701
