Unique Class Stereotype,Class Count
data-provider boundary small-class,2
degenerate small-class,3
boundary,5
degenerate,4
commander boundary,18
boundary degenerate,3
entity boundary small-class,2
small-class,5
boundary degenerate small-class,11
pure-controller degenerate small-class,1
entity commander boundary,6
commander lazy-class degenerate,1
commander,16
empty,195
unclassified,4
entity boundary,10
commander degenerate,2
commander boundary small-class,7
factory degenerate small-class,2
commander boundary data-class small-class,1
commander small-class,2
commander boundary degenerate,2
commander data-class small-class,1
boundary small-class,3
data-provider boundary,2
data-provider small-class,1
commander boundary lazy-class degenerate,2
data-provider data-class small-class,1
boundary lazy-class degenerate,1
factory controller small-class,1
data-provider boundary lazy-class small-class,1
entity factory controller small-class,1
Total,316
