Unique Method Stereotype,Method Count
predicate non-void-command,3
factory collaborator stateless,2
property factory wrapper,1
get wrapper,1
stateless,3
property set collaborator,3
predicate,2
factory collaborator incidental,1
unclassified,2
factory collaborator,1
get non-void-command,1
get set collaborator,2
collaborator,7
void-accessor collaborator,1
void-accessor command collaborator,5
collaborator stateless,17
non-void-command collaborator,72
predicate wrapper,8
non-void-command factory collaborator,9
get set,3
wrapper,50
get non-void-command collaborator,1
property wrapper,23
property controller,3
property non-void-command collaborator,55
set collaborator,36
command collaborator,120
property collaborator,2
property non-void-command,3
property non-void-command factory collaborator,5
property factory controller,2
command,104
empty,35
constructor,182
set,43
controller stateless,25
void-accessor wrapper,1
wrapper stateless,71
get property non-void-command collaborator,1
collaborator incidental,39
copy-constructor,9
predicate non-void-command collaborator,5
controller,11
incidental,11
predicate collaborator,1
factory wrapper stateless,7
factory controller stateless,1
factory wrapper,1
non-void-command,14
Total,1005
