Unique Class Stereotype,Class Count
factory controller data-class small-class,1
data-provider degenerate,1
data-provider boundary degenerate,5
commander boundary degenerate,3
data-provider,21
entity commander boundary,52
entity boundary data-class small-class,1
boundary lazy-class degenerate,6
entity data-provider,1
controller degenerate,4
controller lazy-class degenerate,1
degenerate,27
boundary,121
pure-controller small-class,13
boundary lazy-class,4
degenerate small-class,20
boundary data-class small-class,4
small-class,51
commander data-class small-class,14
boundary small-class,23
entity boundary degenerate,5
commander data-class,4
entity,4
commander boundary small-class,96
data-provider lazy-class small-class,1
empty,1943
entity small-class,4
commander lazy-class degenerate,1
boundary degenerate,33
factory pure-controller degenerate small-class,1
commander boundary,104
unclassified,114
controller small-class,17
boundary degenerate small-class,82
pure-controller degenerate,8
entity data-provider boundary,14
data-provider boundary,25
entity minimal-entity boundary,3
data-provider boundary small-class,33
controller,4
pure-controller,1
entity factory controller small-class,5
data-provider small-class,18
entity factory controller,3
commander boundary lazy-class degenerate,1
boundary data-class,1
commander small-class,92
commander lazy-class,1
data-provider data-class small-class,1
data-provider boundary data-class small-class,3
pure-controller degenerate small-class,19
entity boundary small-class,36
minimal-entity commander boundary,2
data-class small-class,2
factory controller small-class,12
commander degenerate,3
lazy-class,2
lazy-class degenerate,2
data-provider boundary lazy-class degenerate,1
entity boundary,136
commander boundary data-class small-class,36
commander,138
data-class,3
factory degenerate small-class,3
Total,3390
