Unique Method Stereotype,Method Count
get predicate non-void-command collaborator,2
get set collaborator,5
property command collaborator,1
void-accessor set,1
factory controller,8
get property controller,2
get property wrapper,6
get property set,2
destructor,8
get property set collaborator,2
property set factory collaborator,3
get property non-void-command factory collaborator,3
get factory collaborator,1
non-void-command factory,1
get predicate non-void-command,5
get set,7
property non-void-command factory collaborator,160
property non-void-command,204
predicate set,23
factory wrapper,4
get collaborator,77
incidental,133
factory collaborator,2
controller,114
void-accessor collaborator,3
copy-constructor,68
get non-void-command,5
non-void-command collaborator,28
predicate wrapper,76
predicate non-void-command collaborator,205
wrapper,373
factory collaborator stateless,22
factory collaborator incidental,3
property set,15
empty,103
controller stateless,422
non-void-command factory collaborator,38
predicate controller,33
property non-void-command collaborator,1993
non-void-command,32
set collaborator,373
property controller,133
property factory,7
property wrapper,332
get non-void-command collaborator,14
constructor,1707
set,488
wrapper stateless,1194
predicate non-void-command,193
void-accessor wrapper,5
property non-void-command factory,2
collaborator stateless,76
collaborator,19
set factory collaborator,5
void-accessor command collaborator,59
collaborator incidental,137
get factory,1
get,85
get property non-void-command collaborator,27
get wrapper,30
unclassified,19
property factory collaborator,65
property collaborator,170
stateless,34
property set collaborator,131
command collaborator,1669
property,102
predicate,137
predicate set collaborator,20
command,2175
property factory wrapper,32
get predicate,3
factory wrapper stateless,12
void-accessor,2
predicate collaborator,26
void-accessor set collaborator,14
get property collaborator,8
get property non-void-command,8
get set factory collaborator,1
void-accessor controller,8
property factory controller,6
get property,6
void-accessor command,13
factory controller stateless,5
Total,13746
