Unique Method Stereotype,Method Count
predicate,3
property non-void-command factory,1
void-accessor command,1
get non-void-command,3
factory collaborator incidental,1
property set,1
collaborator,1
get set collaborator,11
factory controller stateless,5
property wrapper,10
get non-void-command collaborator,57
command collaborator,16
property set collaborator,9
get set,7
wrapper,21
property factory collaborator,1
predicate wrapper,1
non-void-command collaborator,6
get property set collaborator,1
set collaborator,2
property controller,2
property non-void-command collaborator,127
non-void-command factory collaborator,7
property factory wrapper,1
constructor,61
set,14
property non-void-command,4
property non-void-command factory collaborator,9
command,8
factory controller,2
empty,5
unclassified,2
factory collaborator,1
get property non-void-command collaborator,6
collaborator incidental,20
wrapper stateless,86
controller stateless,304
property,1
collaborator stateless,6
predicate non-void-command collaborator,6
controller,8
incidental,16
copy-constructor,3
Total,857
