Unique Class Stereotype,Class Count
commander boundary lazy-class,1
commander degenerate,1
degenerate small-class,5
boundary degenerate,2
commander boundary,27
entity boundary,18
controller lazy-class degenerate,1
minimal-entity commander boundary,1
commander small-class,15
boundary degenerate small-class,11
unclassified,40
boundary,15
degenerate,6
data-provider data-class small-class,2
data-provider,4
empty,62
commander,76
entity commander boundary,23
pure-controller degenerate small-class,14
entity,1
controller degenerate,1
factory degenerate small-class,2
entity boundary small-class,10
small-class,10
controller,2
factory pure-controller degenerate small-class,2
data-provider boundary data-class small-class,1
data-provider data-class,2
boundary small-class,4
boundary data-class small-class,1
commander boundary small-class,5
Total,365
