Unique Class Stereotype,Class Count
commander boundary degenerate,1
commander boundary small-class,5
entity boundary small-class,7
small-class,34
boundary degenerate small-class,16
boundary degenerate,20
commander boundary,4
controller,1
commander,1
empty,171
data-provider,1
data-class,2
entity commander boundary,3
pure-controller degenerate small-class,3
degenerate small-class,16
entity boundary,6
data-provider boundary degenerate,1
factory controller small-class,2
factory degenerate small-class,1
controller degenerate,1
commander data-class small-class,1
unclassified,6
controller small-class,2
entity data-provider boundary,1
degenerate,26
boundary,6
data-provider boundary small-class,5
data-provider data-class small-class,2
commander lazy-class,1
lazy-class degenerate,1
commander boundary data-class small-class,1
commander small-class,1
entity boundary degenerate,1
Total,350
