Unique Method Stereotype,Method Count
get set collaborator,1
property set factory collaborator,1
non-void-command,3
get non-void-command,1
predicate set collaborator,2
property factory controller,2
predicate,3
factory collaborator incidental,2
predicate wrapper,4
destructor,3
factory wrapper stateless,14
property factory wrapper,2
predicate non-void-command,12
get set factory collaborator,1
get controller,1
factory controller stateless,6
set,55
constructor,268
collaborator stateless,4
get collaborator,4
stateless,5
get non-void-command collaborator,2
property wrapper,10
void-accessor command,3
factory controller,1
empty,16
command,17
unclassified,1
command collaborator,45
wrapper,19
void-accessor wrapper,2
wrapper stateless,256
property controller,6
property non-void-command collaborator,47
set collaborator,11
collaborator incidental,20
get,19
controller stateless,116
void-accessor command collaborator,5
void-accessor,1
void-accessor collaborator,2
property factory collaborator,1
non-void-command factory collaborator,1
predicate controller,1
copy-constructor,2
incidental,25
predicate non-void-command collaborator,26
controller,6
property,2
property collaborator,4
property non-void-command,46
property non-void-command factory collaborator,5
Total,1112
