Unique Method Stereotype,Method Count
predicate,5
get non-void-command,4
void-accessor command collaborator,3
unclassified,2
get property,1
get property set,1
get set,3
wrapper,12
void-accessor command,1
non-void-command collaborator,9
predicate wrapper,5
property factory controller,4
factory controller stateless,5
predicate non-void-command,7
factory collaborator stateless,15
collaborator stateless,6
get wrapper,7
command,106
command collaborator,298
property wrapper,15
get non-void-command collaborator,11
get set collaborator,12
wrapper stateless,76
property factory collaborator,90
factory wrapper stateless,2
predicate collaborator,2
property set collaborator,4
predicate controller,3
non-void-command factory collaborator,68
property collaborator,11
property non-void-command,51
property non-void-command factory collaborator,41
get property controller,1
constructor,673
property factory wrapper,13
set,24
factory collaborator incidental,37
property set,1
get collaborator,17
controller stateless,218
property controller,34
property non-void-command collaborator,232
set collaborator,35
get property non-void-command collaborator,2
collaborator incidental,18
get,9
property,7
non-void-command,1
get property non-void-command,2
empty,23
factory controller,36
controller,161
copy-constructor,18
incidental,63
predicate non-void-command collaborator,41
Total,2546
