Unique Method Stereotype,Method Count
void-accessor controller,2
get predicate set collaborator,1
property set,4
empty,10
property set collaborator,4
collaborator,1
get set collaborator,3
void-accessor command,3
get collaborator,42
wrapper,18
get set,4
get property wrapper,1
void-accessor set collaborator,8
get non-void-command,5
destructor,31
predicate collaborator,11
get property,1
predicate,34
property,17
predicate set collaborator,3
get property controller,1
constructor,160
wrapper stateless,33
set,12
get property collaborator,1
unclassified,2
command,35
property non-void-command factory collaborator,1
property non-void-command,5
predicate set,1
property collaborator,86
void-accessor collaborator,19
void-accessor command collaborator,40
controller stateless,57
collaborator incidental,9
get property non-void-command collaborator,16
get,8
get non-void-command collaborator,3
property wrapper,21
copy-constructor,22
incidental,33
controller,6
predicate non-void-command collaborator,30
non-void-command collaborator,16
predicate wrapper,7
predicate non-void-command,9
set collaborator,5
property controller,20
property non-void-command collaborator,123
predicate controller,4
command collaborator,42
Total,1030
