Unique Class Stereotype,Class Count
commander boundary degenerate,1
lazy-class,3
large-class,1
entity factory controller,1
boundary lazy-class,1
degenerate small-class,82
boundary lazy-class degenerate,8
controller degenerate,21
entity commander boundary,17
entity boundary data-class small-class,1
commander boundary small-class,42
degenerate,129
boundary,68
pure-controller small-class,13
data-provider small-class,10
pure-controller degenerate small-class,149
entity boundary small-class,61
entity boundary lazy-class degenerate,1
small-class,115
commander small-class,102
entity boundary degenerate,7
factory controller,1
entity small-class,2
controller small-class,19
unclassified,206
boundary degenerate,39
factory pure-controller small-class,1
lazy-class small-class,2
commander boundary,72
factory controller lazy-class small-class,1
pure-controller degenerate,15
entity data-provider boundary,6
controller lazy-class small-class,1
data-provider,52
data-provider data-class,12
boundary degenerate small-class,29
controller lazy-class,1
entity boundary lazy-class,1
boundary large-class degenerate,6
boundary small-class,4
factory degenerate,1
lazy-class degenerate,21
data-class small-class,1
factory controller small-class,12
minimal-entity boundary,2
commander degenerate,4
data-provider lazy-class degenerate,64
data-provider boundary small-class,2
controller,28
factory pure-controller degenerate small-class,6
empty,245
data-provider lazy-class small-class,7
entity,2
commander boundary data-class small-class,1
commander,87
data-class,5
entity boundary,20
factory controller degenerate,4
entity factory controller small-class,8
data-provider data-class small-class,11
data-provider boundary data-class small-class,3
data-provider boundary,7
entity minimal-entity boundary,2
factory pure-controller,1
data-provider boundary data-class,3
data-provider degenerate,2
data-provider lazy-class,7
Total,1859
