Unique Method Stereotype,Method Count
get property set factory collaborator,1
predicate set,1
property factory,1
get property factory controller,1
get property non-void-command factory collaborator,2
property set factory collaborator,7
property set collaborator,29
factory controller,22
empty,44
stateless,10
property collaborator,5
property non-void-command,530
property non-void-command factory collaborator,172
collaborator incidental,132
get,736
get property non-void-command collaborator,5
controller,112
incidental,1258
copy-constructor,22
set collaborator,84
property controller,75
property non-void-command collaborator,696
property factory collaborator,64
get controller,3
get collaborator,288
unclassified,12
get command,1
wrapper stateless,378
property set,5
factory collaborator incidental,6
constructor,1171
set,321
property,79
command collaborator,948
void-accessor command,1
factory controller stateless,76
predicate non-void-command,230
controller stateless,1003
non-void-command factory collaborator,192
predicate controller,61
predicate non-void-command collaborator,145
wrapper,129
factory collaborator stateless,222
property wrapper,181
get non-void-command collaborator,10
predicate collaborator,1
factory wrapper stateless,10
get non-void-command factory collaborator,2
get property set collaborator,1
command,1121
property factory wrapper,15
collaborator stateless,13
collaborator,7
set factory collaborator,18
get non-void-command,16
non-void-command collaborator,3
predicate wrapper,10
predicate set collaborator,2
get set,18
get factory collaborator,3
get set collaborator,24
get set factory collaborator,12
property factory controller,17
get property,3
get property collaborator,2
get property non-void-command,6
void-accessor command collaborator,9
predicate,21
Total,10805
