Unique Method Stereotype,Method Count
property factory,1
set factory collaborator,1
predicate set collaborator,1
predicate controller,3
property non-void-command factory,1
collaborator stateless,55
property non-void-command factory collaborator,34
property non-void-command,98
get predicate non-void-command,1
get set,17
property set collaborator,13
property collaborator,5
stateless,19
predicate,18
get property factory collaborator,8
get,55
get property non-void-command collaborator,15
collaborator incidental,136
get property non-void-command factory collaborator,27
unclassified,4
get collaborator,66
incidental,40
wrapper,6
predicate non-void-command collaborator,48
controller,26
copy-constructor,14
constructor,198
property controller,23
property non-void-command collaborator,392
predicate non-void-command,34
get non-void-command collaborator,13
property wrapper,43
property,29
command collaborator,163
set collaborator,6
non-void-command,6
set,6
predicate wrapper,7
wrapper stateless,50
property set,7
factory collaborator incidental,1
command,138
property factory wrapper,5
get property factory wrapper,1
property factory collaborator,12
get predicate non-void-command collaborator,1
non-void-command collaborator,9
get non-void-command,7
get property wrapper,2
get set collaborator,19
factory wrapper,2
factory collaborator stateless,2
factory wrapper stateless,2
non-void-command factory collaborator,4
controller stateless,6
empty,13
get property collaborator,3
void-accessor set collaborator,2
get property non-void-command,5
property set factory collaborator,1
get non-void-command factory collaborator,1
void-accessor command collaborator,6
get set factory collaborator,3
property factory controller,1
Total,1935
