Unique Method Stereotype,Method Count
collaborator incidental,1
predicate,4
controller,3
get,4
property,6
property wrapper,3
predicate non-void-command collaborator,1
void-accessor command,2
get set factory,5
wrapper stateless,23
predicate collaborator,2
wrapper,18
destructor,27
set,9
constructor,36
command,98
command collaborator,65
predicate non-void-command,2
property non-void-command collaborator,12
set collaborator,14
property collaborator,24
void-accessor command collaborator,16
property controller,2
controller stateless,35
get collaborator,32
Total,444
