Unique Method Stereotype,Method Count
void-accessor set,1
get controller,2
get set collaborator,2
unclassified,2
get property set collaborator,1
property command collaborator,1
predicate set collaborator,2
property set,2
get wrapper,10
property,26
predicate,30
void-accessor command,4
void-accessor controller,1
destructor,82
wrapper,27
predicate collaborator,12
property set collaborator,4
get non-void-command collaborator,5
property wrapper,22
predicate controller,15
predicate non-void-command,96
predicate wrapper,6
set collaborator,38
property non-void-command collaborator,140
property controller,48
controller stateless,157
property non-void-command,28
property collaborator,26
void-accessor command collaborator,5
command collaborator,449
constructor,238
set,52
command,177
empty,2
copy-constructor,9
predicate non-void-command collaborator,33
controller,193
incidental,48
get collaborator,40
get property non-void-command collaborator,1
get command collaborator,1
collaborator incidental,41
get,24
void-accessor wrapper,1
wrapper stateless,45
collaborator,1
get property wrapper,1
get non-void-command,19
void-accessor set collaborator,1
Total,2171
