Unique Method Stereotype,Method Count
predicate set collaborator,4
get set collaborator,16
get property non-void-command,1
property factory wrapper,1
property command collaborator,6
predicate collaborator,6
empty,6
void-accessor command,8
property set,2
predicate controller,3
predicate non-void-command,9
void-accessor command collaborator,19
non-void-command collaborator,127
predicate wrapper,6
void-accessor set collaborator,1
get non-void-command,1
get property wrapper,1
get collaborator,259
destructor,75
property set collaborator,34
wrapper,28
set,5
constructor,164
void-accessor wrapper,4
wrapper stateless,76
controller stateless,26
property,7
property non-void-command factory collaborator,19
property non-void-command,3
property collaborator,274
property non-void-command collaborator,335
property controller,19
set collaborator,102
predicate,9
unclassified,4
command,27
copy-constructor,36
predicate non-void-command collaborator,21
incidental,5
controller,5
get wrapper,19
get,4
get property non-void-command collaborator,2
collaborator incidental,30
non-void-command,1
property wrapper,123
get non-void-command collaborator,27
command collaborator,22
Total,1982
