Unique Class Stereotype,Class Count
small-class,1
entity minimal-entity data-provider boundary,1
boundary data-class small-class,1
entity boundary,31
data-provider boundary small-class,8
data-provider boundary,21
data-provider boundary data-class small-class,2
entity data-provider boundary,22
unclassified,5
commander,2
empty,370
boundary degenerate small-class,3
pure-controller degenerate small-class,1
entity commander boundary,2
data-provider small-class,5
boundary data-class,4
data-provider degenerate,1
commander boundary data-class small-class,1
commander small-class,2
data-provider boundary degenerate,1
commander boundary lazy-class degenerate,1
entity boundary lazy-class,1
commander data-class small-class,1
entity boundary small-class,2
commander boundary small-class,11
data-class,1
entity minimal-entity boundary,2
boundary degenerate,2
commander boundary,1
minimal-entity commander boundary,1
data-provider boundary data-class,5
degenerate,3
boundary,16
pure-controller small-class,1
Total,532
