Unique Method Stereotype,Method Count
get wrapper,17
property set factory collaborator,2
predicate wrapper,1
property,3
stateless,1
destructor,2
non-void-command factory collaborator,17
property wrapper,10
command collaborator,10
command,3
set factory collaborator,2
get property controller,1
constructor,74
property factory wrapper,2
property set,2
set,30
get set,1
wrapper,1
get controller,3
factory controller stateless,5
controller stateless,49
set collaborator,10
property non-void-command collaborator,39
property controller,3
void-accessor command collaborator,4
void-accessor,1
wrapper stateless,109
property factory collaborator,3
property non-void-command,1
property non-void-command factory collaborator,2
property factory controller,4
predicate collaborator,2
factory wrapper stateless,2
incidental,2
predicate non-void-command collaborator,1
controller,14
copy-constructor,6
get collaborator,15
collaborator incidental,1
get,34
empty,1
factory controller,3
factory wrapper,2
Total,495
