Unique Class Stereotype,Class Count
boundary,1
commander small-class,1
controller small-class,1
factory degenerate small-class,1
factory controller small-class,1
entity,1
data-provider data-class,1
commander,1
data-provider boundary small-class,2
commander boundary,2
pure-controller degenerate small-class,50
entity boundary small-class,5
small-class,16
data-provider data-class small-class,2
data-provider,1
unclassified,23
empty,11
boundary degenerate small-class,12
entity boundary,1
factory pure-controller degenerate small-class,2
data-class small-class,2
degenerate,2
degenerate small-class,3
Total,142
