Unique Method Stereotype,Method Count
property,1
get property set collaborator,1
property set collaborator,1
stateless,1
non-void-command collaborator,3
property factory collaborator,7
property factory wrapper,1
predicate,4
wrapper,20
command collaborator,42
empty,25
command,149
predicate non-void-command,2
non-void-command factory collaborator,1
constructor,132
set,91
get collaborator,28
controller stateless,78
factory stateless,1
void-accessor wrapper,1
wrapper stateless,142
void-accessor command collaborator,7
collaborator stateless,2
property non-void-command,15
property collaborator,2
property non-void-command collaborator,7
property controller,1
set collaborator,32
get set factory collaborator,1
factory collaborator stateless,14
get set factory,4
get,47
collaborator incidental,4
get factory wrapper,1
get set collaborator,2
void-accessor controller,2
get non-void-command,1
void-accessor set collaborator,1
copy-constructor,2
incidental,41
controller,13
Total,930
