Unique Method Stereotype,Method Count
property non-void-command collaborator,1
non-void-command,1
collaborator incidental,7
property,1
controller,5
wrapper,6
property set collaborator,7
empty,4
command,41
property factory collaborator,1
get property controller,1
incidental,2
get collaborator,26
controller stateless,6
wrapper stateless,12
constructor,3
set,31
non-void-command collaborator,2
command collaborator,19
get,29
get property factory controller,5
property collaborator,4
void-accessor command collaborator,9
set collaborator,23
Total,246
