Method Stereotype,Stereotype Count
get,156
predicate,450
property,725
void-accessor,3
set,95
command,409
non-void-command,954
collaborator,1766
controller,1060
wrapper,555
constructor,956
copy-constructor,32
destructor,0
factory,450
incidental,408
stateless,1269
empty,90
unclassified,3
Total,9381
