Unique Method Stereotype,Method Count
property set,1
get property wrapper,2
factory stateless,1
void-accessor set,1
property factory,3
get property non-void-command collaborator,3
get set,2
property set factory collaborator,2
predicate collaborator,22
get predicate,1
factory wrapper stateless,12
get wrapper,12
property non-void-command factory collaborator,96
property non-void-command,54
predicate set,1
property wrapper,49
get non-void-command collaborator,22
wrapper,44
predicate non-void-command collaborator,317
incidental,93
factory collaborator,2
controller,200
copy-constructor,32
predicate,13
collaborator incidental,122
get factory,1
get,52
void-accessor command collaborator,55
property non-void-command factory,3
collaborator stateless,75
set collaborator,23
property non-void-command collaborator,298
property controller,97
constructor,957
property factory wrapper,11
command,97
get collaborator,41
property collaborator,29
stateless,59
property set collaborator,10
void-accessor command,12
factory controller stateless,20
property,10
command collaborator,245
predicate wrapper,30
factory collaborator incidental,194
wrapper stateless,394
controller stateless,696
non-void-command factory collaborator,22
predicate controller,23
factory collaborator stateless,17
set factory collaborator,4
collaborator,5
get set collaborator,13
get factory wrapper,1
empty,90
factory controller,10
void-accessor wrapper,2
predicate non-void-command,27
property factory collaborator,31
predicate set collaborator,14
factory wrapper,5
void-accessor controller,4
get set factory collaborator,2
property factory controller,10
set,22
get property set,1
get property non-void-command factory collaborator,5
unclassified,3
non-void-command collaborator,97
get non-void-command,5
get non-void-command factory collaborator,2
get property collaborator,2
void-accessor set collaborator,3
get property non-void-command,4
Total,4940
