Unique Class Stereotype,Class Count
entity boundary lazy-class degenerate,1
commander boundary degenerate,1
controller degenerate,12
degenerate small-class,22
entity factory controller small-class,8
factory pure-controller degenerate small-class,3
entity commander boundary,8
unclassified,46
controller small-class,7
empty,464
entity small-class,41
factory controller,1
entity boundary degenerate,22
data-provider lazy-class degenerate,4
boundary data-class small-class,5
lazy-class data-class small-class,1
pure-controller degenerate small-class,52
entity boundary small-class,39
small-class,42
commander boundary,15
commander boundary small-class,10
commander boundary large-class,1
data-provider boundary,8
entity minimal-entity boundary,1
entity degenerate,8
boundary degenerate small-class,34
boundary degenerate,25
commander lazy-class degenerate,3
commander,7
commander boundary data-class small-class,2
entity boundary,73
boundary,47
pure-controller small-class,14
controller,21
data-provider boundary small-class,8
pure-controller,9
commander small-class,3
commander lazy-class,1
data-provider,5
factory degenerate small-class,68
data-provider data-class small-class,1
data-provider boundary data-class small-class,4
factory pure-controller small-class,3
lazy-class small-class,1
entity factory controller,1
entity boundary data-class,1
entity,5
pure-controller degenerate,28
entity data-provider boundary,7
entity factory controller degenerate,1
data-provider small-class,2
boundary small-class,2
commander data-class small-class,5
data-provider boundary data-class,1
data-provider degenerate,1
degenerate,53
controller lazy-class degenerate,2
entity data-provider boundary degenerate,1
data-class small-class,2
factory controller small-class,7
commander degenerate,1
Total,1271
