Unique Method Stereotype,Method Count
void-accessor collaborator,4
property non-void-command,6
copy-constructor,1
incidental,10
get collaborator,2
property,9
get,23
get set collaborator,4
controller,10
set,2
constructor,55
predicate collaborator,2
property set collaborator,2
destructor,18
wrapper stateless,17
predicate non-void-command,2
predicate wrapper,2
property non-void-command collaborator,14
set collaborator,2
void-accessor command collaborator,27
property collaborator,12
controller stateless,19
property wrapper,10
predicate non-void-command collaborator,13
collaborator incidental,10
unclassified,4
command,17
empty,26
command collaborator,28
Total,351
