Unique Method Stereotype,Method Count
wrapper stateless,1
collaborator stateless,1
void-accessor set collaborator,1
property factory collaborator,4
predicate controller,2
stateless,2
incidental,1
get collaborator,4
property non-void-command,2
factory controller,1
predicate non-void-command collaborator,16
factory controller stateless,5
get set collaborator,26
controller,10
set collaborator,3
get,3
factory collaborator stateless,12
wrapper,6
get set,2
constructor,61
set,5
command,57
empty,4
command collaborator,28
non-void-command factory collaborator,1
property non-void-command collaborator,14
predicate non-void-command,18
controller stateless,8
Total,298
