Unique Class Stereotype,Class Count
factory controller small-class,1
commander boundary data-class,1
data-provider boundary,5
commander,1
entity boundary,4
unclassified,17
empty,23
controller lazy-class degenerate,1
boundary,13
lazy-class degenerate,1
data-provider,5
pure-controller degenerate small-class,4
commander boundary,1
boundary degenerate small-class,1
entity commander boundary,2
data-provider small-class,1
small-class,4
entity boundary small-class,5
boundary data-class small-class,2
degenerate,1
Total,93
