Unique Method Stereotype,Method Count
predicate controller,2
get non-void-command,1
void-accessor command,26
collaborator,1
command collaborator,6
predicate non-void-command,3
empty,3
command,47
wrapper stateless,9
property collaborator,7
property non-void-command,11
controller stateless,6
destructor,38
property set collaborator,1
constructor,48
set,15
property,12
get collaborator,12
copy-constructor,1
incidental,2
predicate non-void-command collaborator,3
property wrapper,1
void-accessor command collaborator,5
void-accessor,2
property non-void-command collaborator,8
set collaborator,3
get command collaborator,1
get,19
collaborator incidental,3
get property non-void-command collaborator,1
predicate,1
Total,298
