Unique Method Stereotype,Method Count
get non-void-command factory collaborator,1
factory collaborator stateless,1
property set collaborator,2
property set,1
void-accessor set collaborator,1
get non-void-command,1
property factory wrapper,5
wrapper stateless,11
void-accessor command collaborator,3
void-accessor command,1
property set factory collaborator,1
get set factory collaborator,2
property non-void-command factory collaborator,1
property non-void-command,5
property collaborator,6
property,4
get set,1
wrapper,22
predicate collaborator,1
get collaborator,45
unclassified,1
factory collaborator,2
non-void-command,4
collaborator incidental,13
get,46
predicate,22
command collaborator,78
command,73
empty,11
get property collaborator,3
set,91
constructor,23
get wrapper,2
controller stateless,10
predicate non-void-command collaborator,1
incidental,12
controller,10
get property non-void-command,1
set collaborator,38
property non-void-command collaborator,9
predicate non-void-command,3
non-void-command collaborator,5
predicate wrapper,3
predicate controller,1
non-void-command factory collaborator,4
factory wrapper,1
get non-void-command collaborator,2
property wrapper,10
Total,594
