Unique Class Stereotype,Class Count
degenerate small-class,2
commander boundary data-class small-class,3
commander data-class small-class,2
lazy-class degenerate,1
commander degenerate,1
commander boundary small-class,1
data-provider,2
boundary small-class,3
degenerate,1
small-class,13
entity boundary,3
commander,5
boundary degenerate,1
commander boundary,6
boundary,10
lazy-class,2
boundary data-class,13
minimal-entity boundary,1
entity commander boundary,1
boundary degenerate small-class,3
pure-controller degenerate small-class,2
unclassified,17
empty,18
commander small-class,12
commander data-class,1
Total,124
