Unique Method Stereotype,Method Count
factory collaborator,1
factory collaborator stateless,1
non-void-command collaborator,1
predicate wrapper,1
get non-void-command factory collaborator,4
factory collaborator incidental,1
property factory wrapper,2
get predicate non-void-command,1
get predicate non-void-command collaborator,1
stateless,2
property set collaborator,2
void-accessor command collaborator,2
void-accessor command,1
factory controller,2
empty,7
predicate non-void-command,38
void-accessor set collaborator,1
get property wrapper,1
property controller,2
property non-void-command collaborator,65
set collaborator,27
get collaborator,123
wrapper stateless,30
property non-void-command factory,1
set,39
constructor,173
copy-constructor,6
predicate non-void-command collaborator,8
incidental,6
controller,20
get set,6
wrapper,72
factory controller stateless,5
controller stateless,17
command collaborator,167
command,207
get property set factory collaborator,1
collaborator stateless,4
set factory collaborator,1
property,14
predicate,6
get property non-void-command,4
predicate set,1
property collaborator,2
property non-void-command,65
property non-void-command factory collaborator,12
property factory controller,3
collaborator incidental,3
get,99
get property non-void-command collaborator,6
non-void-command factory collaborator,7
predicate controller,2
property factory collaborator,22
get non-void-command collaborator,19
property wrapper,6
Total,1320
