Unique Method Stereotype,Method Count
set collaborator,2
get property collaborator,1
get collaborator,15
empty,4
command,25
collaborator incidental,19
wrapper stateless,14
void-accessor controller,13
controller,49
property wrapper,7
property non-void-command collaborator,14
void-accessor command collaborator,42
property collaborator,4
property controller,10
controller stateless,19
void-accessor collaborator,3
void-accessor command,3
get wrapper,2
void-accessor,2
collaborator,1
set,7
constructor,75
property set collaborator,1
get non-void-command,1
wrapper,7
destructor,84
command collaborator,38
copy-constructor,2
void-accessor wrapper,28
Total,492
