Unique Method Stereotype,Method Count
collaborator stateless,1
property factory collaborator,5
void-accessor controller,1
factory collaborator stateless,1
non-void-command,2
void-accessor command,2
get non-void-command factory collaborator,1
get collaborator,1
predicate,1
factory wrapper,1
property factory controller,1
factory wrapper stateless,1
predicate collaborator,4
wrapper,2
property collaborator,2
property non-void-command factory collaborator,16
property non-void-command,25
predicate non-void-command,2
predicate controller,3
non-void-command factory collaborator,19
wrapper stateless,47
command collaborator,20
non-void-command collaborator,76
command,7
factory controller,1
empty,40
constructor,319
factory controller stateless,4
get set collaborator,3
controller stateless,108
property wrapper,3
copy-constructor,3
incidental,7
controller,6
predicate non-void-command collaborator,6
property non-void-command collaborator,459
property controller,4
set collaborator,3
property,9
void-accessor command collaborator,22
get,4
collaborator incidental,4
factory collaborator,1
Total,1247
