Unique Class Stereotype,Class Count
data-provider boundary,1
controller,1
entity factory controller small-class,1
data-class,1
factory controller small-class,6
entity data-provider small-class,1
entity lazy-class small-class,1
pure-controller degenerate,5
commander boundary lazy-class small-class,1
minimal-entity boundary,1
commander boundary lazy-class,1
data-provider small-class,2
commander data-class small-class,3
boundary small-class,6
factory controller data-class small-class,1
data-provider boundary small-class,11
commander lazy-class small-class,1
boundary data-class small-class,5
data-provider boundary data-class small-class,3
factory degenerate small-class,8
small-class,14
controller small-class,4
unclassified,26
commander boundary degenerate,10
controller data-class small-class,1
boundary degenerate,23
commander boundary,49
controller degenerate,3
boundary lazy-class degenerate,12
entity minimal-entity boundary,2
data-provider boundary lazy-class degenerate,2
commander data-class,3
entity,2
data-class small-class,2
entity boundary,41
factory controller,1
empty,178
entity small-class,3
commander,15
commander boundary small-class,29
boundary degenerate small-class,45
pure-controller small-class,1
degenerate,11
boundary,27
degenerate small-class,19
data-provider,3
commander boundary lazy-class degenerate,2
data-provider data-class small-class,5
entity boundary small-class,7
entity boundary lazy-class degenerate,3
factory pure-controller small-class,1
entity commander boundary,21
pure-controller degenerate small-class,7
entity data-provider boundary,3
commander boundary data-class small-class,3
commander small-class,9
entity boundary degenerate,5
Total,652
