Unique Class Stereotype,Class Count
boundary data-class small-class,1
data-provider,1
commander boundary degenerate,1
factory pure-controller degenerate,1
factory controller degenerate,1
entity,1
data-provider lazy-class small-class,1
boundary data-class,1
data-provider small-class,6
entity boundary small-class,14
small-class,15
factory controller data-class small-class,1
data-provider boundary small-class,5
degenerate small-class,16
entity factory controller small-class,6
unclassified,16
controller small-class,5
factory degenerate small-class,3
controller degenerate,2
factory controller small-class,3
boundary small-class,5
factory degenerate,3
entity boundary,24
commander boundary,19
factory pure-controller degenerate small-class,10
controller,4
boundary degenerate,7
pure-controller degenerate small-class,22
entity commander boundary,12
boundary degenerate small-class,11
entity small-class,2
empty,223
commander,10
factory controller,1
commander boundary data-class small-class,3
commander small-class,7
commander boundary small-class,11
pure-controller degenerate,6
degenerate,12
pure-controller small-class,4
boundary,9
entity minimal-entity boundary,1
Total,506
